Subject,Condition,NoiseType,Set,File,Score
RR08RL10,gauss,Schallplatte,1,3,1
RR08RL10,synth,Schallplatte,1,3,60
RR08RL10,synsmall,Schallplatte,1,3,56
RR08RL10,white,Schallplatte,1,1,0
RR08RL10,orig,Schallplatte,2,1,59
RR08RL10,gauss,Schallplatte,2,1,2
RR08RL10,synth,Schallplatte,2,1,40
RR08RL10,synsmall,Schallplatte,2,1,77
RR08RL10,orig,Schallplatte,2,2,100
RR08RL10,gauss,Schallplatte,2,2,4
RR08RL10,synth,Schallplatte,2,2,31
RR08RL10,synsmall,Schallplatte,2,2,87
RR08RL10,orig,Schallplatte,2,3,0
RR08RL10,gauss,Schallplatte,2,3,2
RR08RL10,synth,Schallplatte,2,3,7
RR08RL10,synsmall,Schallplatte,2,3,44
RR08RL10,white,Schallplatte,2,1,0
SE05TO10,orig,Applaus,1,1,87
SE05TO10,gauss,Applaus,1,1,27
SE05TO10,synth,Applaus,1,1,56
SE05TO10,synsmall,Applaus,1,1,30
SE05TO10,orig,Applaus,1,2,75
SE05TO10,gauss,Applaus,1,2,28
SE05TO10,synth,Applaus,1,2,38
SE05TO10,synsmall,Applaus,1,2,0
SE05TO10,orig,Applaus,1,3,76
SE05TO10,gauss,Applaus,1,3,26
SE05TO10,synth,Applaus,1,3,29
SE05TO10,synsmall,Applaus,1,3,10
SE05TO10,white,Applaus,1,1,0
SE05TO10,orig,Applaus,2,1,79
SE05TO10,gauss,Applaus,2,1,8
SE05TO10,synth,Applaus,2,1,40
SE05TO10,synsmall,Applaus,2,1,17
SE05TO10,orig,Applaus,2,2,62
SE05TO10,gauss,Applaus,2,2,10
SE05TO10,synth,Applaus,2,2,25
SE05TO10,synsmall,Applaus,2,2,54
SE05TO10,orig,Applaus,2,3,100
SE05TO10,gauss,Applaus,2,3,10
SE05TO10,synth,Applaus,2,3,39
SE05TO10,synsmall,Applaus,2,3,60
SE05TO10,white,Applaus,2,1,0
SE05TO10,orig,Filmton,1,1,100
SE05TO10,gauss,Filmton,1,1,0
SE05TO10,synth,Filmton,1,1,78
SE05TO10,synsmall,Filmton,1,1,74
SE05TO10,orig,Filmton,1,2,78
SE05TO10,gauss,Filmton,1,2,0
SE05TO10,synth,Filmton,1,2,74
SE05TO10,synsmall,Filmton,1,2,59
SE05TO10,orig,Filmton,1,3,30
SE05TO10,gauss,Filmton,1,3,0
SE05TO10,synth,Filmton,1,3,28
SE05TO10,synsmall,Filmton,1,3,51
SE05TO10,white,Filmton,1,1,6
SE05TO10,orig,Filmton,2,1,30
SE05TO10,gauss,Filmton,2,1,0
SE05TO10,synth,Filmton,2,1,0
SE05TO10,synsmall,Filmton,2,1,0
SE05TO10,orig,Filmton,2,2,68
SE05TO10,gauss,Filmton,2,2,16
SE05TO10,synth,Filmton,2,2,73
SE05TO10,synsmall,Filmton,2,2,39
SE05TO10,orig,Filmton,2,3,68
SE05TO10,gauss,Filmton,2,3,0
SE05TO10,synth,Filmton,2,3,39
SE05TO10,synsmall,Filmton,2,3,66
SE05TO10,white,Filmton,2,1,0
SE05TO10,orig,Kassette,1,1,58
SE05TO10,gauss,Kassette,1,1,29
SE05TO10,synth,Kassette,1,1,54
SE05TO10,synsmall,Kassette,1,1,0
SE05TO10,orig,Kassette,1,2,58
SE05TO10,gauss,Kassette,1,2,57
SE05TO10,synth,Kassette,1,2,38
SE05TO10,synsmall,Kassette,1,2,12
SE05TO10,orig,Kassette,1,3,40
SE05TO10,gauss,Kassette,1,3,39
SE05TO10,synth,Kassette,1,3,13
SE05TO10,synsmall,Kassette,1,3,24
SE05TO10,white,Kassette,1,1,6
SE05TO10,orig,Kassette,2,1,50
SE05TO10,gauss,Kassette,2,1,0
SE05TO10,synth,Kassette,2,1,44
SE05TO10,synsmall,Kassette,2,1,19
SE05TO10,orig,Kassette,2,2,0
SE05TO10,gauss,Kassette,2,2,46
SE05TO10,synth,Kassette,2,2,0
SE05TO10,synsmall,Kassette,2,2,0
SE05TO10,orig,Kassette,2,3,45
SE05TO10,gauss,Kassette,2,3,11
SE05TO10,synth,Kassette,2,3,9
SE05TO10,synsmall,Kassette,2,3,51
SE05TO10,white,Kassette,2,1,0
SE05TO10,orig,Regen,1,1,83
SE05TO10,gauss,Regen,1,1,25
SE05TO10,synth,Regen,1,1,35
SE05TO10,synsmall,Regen,1,1,56
SE05TO10,orig,Regen,1,2,86
SE05TO10,gauss,Regen,1,2,18
SE05TO10,synth,Regen,1,2,44
SE05TO10,synsmall,Regen,1,2,48
SE05TO10,orig,Regen,1,3,83
SE05TO10,gauss,Regen,1,3,0
SE05TO10,synth,Regen,1,3,48
SE05TO10,synsmall,Regen,1,3,0
SE05TO10,white,Regen,1,1,34
SE05TO10,orig,Regen,2,1,56
SE05TO10,gauss,Regen,2,1,0
SE05TO10,synth,Regen,2,1,39
SE05TO10,synsmall,Regen,2,1,29
SE05TO10,orig,Regen,2,2,74
SE05TO10,gauss,Regen,2,2,0
SE05TO10,synth,Regen,2,2,17
SE05TO10,synsmall,Regen,2,2,30
SE05TO10,orig,Regen,2,3,28
SE05TO10,gauss,Regen,2,3,0
SE05TO10,synth,Regen,2,3,30
SE05TO10,synsmall,Regen,2,3,15
SE05TO10,white,Regen,2,1,0
SE05TO10,orig,Schallplatte,1,1,65
SE05TO10,gauss,Schallplatte,1,1,0
SE05TO10,synth,Schallplatte,1,1,45
SE05TO10,synsmall,Schallplatte,1,1,17
SE05TO10,orig,Schallplatte,1,2,11
SE05TO10,gauss,Schallplatte,1,2,0
SE05TO10,synth,Schallplatte,1,2,8
SE05TO10,synsmall,Schallplatte,1,2,0
SE05TO10,orig,Schallplatte,1,3,88
SE05TO10,gauss,Schallplatte,1,3,9
SE05TO10,synth,Schallplatte,1,3,53
SE05TO10,synsmall,Schallplatte,1,3,25
SE05TO10,white,Schallplatte,1,1,0
SE05TO10,orig,Schallplatte,2,1,87
SE05TO10,gauss,Schallplatte,2,1,18
SE05TO10,synth,Schallplatte,2,1,73
SE05TO10,synsmall,Schallplatte,2,1,7
SE05TO10,orig,Schallplatte,2,2,63
SE05TO10,gauss,Schallplatte,2,2,0
SE05TO10,synth,Schallplatte,2,2,9
SE05TO10,synsmall,Schallplatte,2,2,12
SE05TO10,orig,Schallplatte,2,3,0
SE05TO10,gauss,Schallplatte,2,3,15
SE05TO10,synth,Schallplatte,2,3,22
SE05TO10,synsmall,Schallplatte,2,3,13
SE05TO10,white,Schallplatte,2,1,0
ZE05RL31,orig,Applaus,1,1,100
ZE05RL31,gauss,Applaus,1,1,36
ZE05RL31,synth,Applaus,1,1,0
ZE05RL31,synsmall,Applaus,1,1,25
ZE05RL31,orig,Applaus,1,2,85
ZE05RL31,gauss,Applaus,1,2,40
ZE05RL31,synth,Applaus,1,2,41
ZE05RL31,synsmall,Applaus,1,2,64
ZE05RL31,orig,Applaus,1,3,0
ZE05RL31,gauss,Applaus,1,3,40
ZE05RL31,synth,Applaus,1,3,0
ZE05RL31,synsmall,Applaus,1,3,0
ZE05RL31,white,Applaus,1,1,0
ZE05RL31,orig,Applaus,2,1,100
ZE05RL31,gauss,Applaus,2,1,0
ZE05RL31,synth,Applaus,2,1,26
ZE05RL31,synsmall,Applaus,2,1,0
ZE05RL31,orig,Applaus,2,2,100
ZE05RL31,gauss,Applaus,2,2,32
ZE05RL31,synth,Applaus,2,2,35
ZE05RL31,synsmall,Applaus,2,2,14
ZE05RL31,orig,Applaus,2,3,0
ZE05RL31,gauss,Applaus,2,3,16
ZE05RL31,synth,Applaus,2,3,23
ZE05RL31,synsmall,Applaus,2,3,20
ZE05RL31,white,Applaus,2,1,0
ZE05RL31,orig,Filmton,1,1,79
ZE05RL31,gauss,Filmton,1,1,0
ZE05RL31,synth,Filmton,1,1,0
ZE05RL31,synsmall,Filmton,1,1,60
ZE05RL31,orig,Filmton,1,2,100
ZE05RL31,gauss,Filmton,1,2,30
ZE05RL31,synth,Filmton,1,2,70
ZE05RL31,synsmall,Filmton,1,2,0
ZE05RL31,orig,Filmton,1,3,78
ZE05RL31,gauss,Filmton,1,3,11
ZE05RL31,synth,Filmton,1,3,84
ZE05RL31,synsmall,Filmton,1,3,0
ZE05RL31,white,Filmton,1,1,0
ZE05RL31,orig,Filmton,2,1,77
ZE05RL31,gauss,Filmton,2,1,51
ZE05RL31,synth,Filmton,2,1,44
ZE05RL31,synsmall,Filmton,2,1,33
ZE05RL31,orig,Filmton,2,2,0
ZE05RL31,gauss,Filmton,2,2,0
ZE05RL31,synth,Filmton,2,2,93
ZE05RL31,synsmall,Filmton,2,2,0
ZE05RL31,orig,Filmton,2,3,100
ZE05RL31,gauss,Filmton,2,3,9
ZE05RL31,synth,Filmton,2,3,80
ZE05RL31,synsmall,Filmton,2,3,50
ZE05RL31,white,Filmton,2,1,0
ZE05RL31,orig,Kassette,1,1,12
ZE05RL31,gauss,Kassette,1,1,55
ZE05RL31,synth,Kassette,1,1,8
ZE05RL31,synsmall,Kassette,1,1,95
ZE05RL31,orig,Kassette,1,2,0
ZE05RL31,gauss,Kassette,1,2,0
ZE05RL31,synth,Kassette,1,2,14
ZE05RL31,synsmall,Kassette,1,2,9
ZE05RL31,orig,Kassette,1,3,0
ZE05RL31,gauss,Kassette,1,3,89
ZE05RL31,synth,Kassette,1,3,0
ZE05RL31,synsmall,Kassette,1,3,0
ZE05RL31,white,Kassette,1,1,0
ZE05RL31,orig,Kassette,2,1,0
ZE05RL31,gauss,Kassette,2,1,24
ZE05RL31,synth,Kassette,2,1,0
ZE05RL31,synsmall,Kassette,2,1,92
ZE05RL31,orig,Kassette,2,2,57
ZE05RL31,gauss,Kassette,2,2,81
ZE05RL31,synth,Kassette,2,2,62
ZE05RL31,synsmall,Kassette,2,2,58
ZE05RL31,orig,Kassette,2,3,72
ZE05RL31,gauss,Kassette,2,3,75
ZE05RL31,synth,Kassette,2,3,74
ZE05RL31,synsmall,Kassette,2,3,0
ZE05RL31,white,Kassette,2,1,0
ZE05RL31,orig,Regen,1,1,100
ZE05RL31,gauss,Regen,1,1,0
ZE05RL31,synth,Regen,1,1,25
ZE05RL31,synsmall,Regen,1,1,31
ZE05RL31,orig,Regen,1,2,81
ZE05RL31,gauss,Regen,1,2,0
ZE05RL31,synth,Regen,1,2,0
ZE05RL31,synsmall,Regen,1,2,0
ZE05RL31,orig,Regen,1,3,100
ZE05RL31,gauss,Regen,1,3,0
ZE05RL31,synth,Regen,1,3,27
ZE05RL31,synsmall,Regen,1,3,0
ZE05RL31,white,Regen,1,1,0
ZE05RL31,orig,Regen,2,1,0
ZE05RL31,gauss,Regen,2,1,11
ZE05RL31,synth,Regen,2,1,0
ZE05RL31,synsmall,Regen,2,1,2
ZE05RL31,orig,Regen,2,2,100
ZE05RL31,gauss,Regen,2,2,7
ZE05RL31,synth,Regen,2,2,0
ZE05RL31,synsmall,Regen,2,2,10
ZE05RL31,orig,Regen,2,3,91
ZE05RL31,gauss,Regen,2,3,57
ZE05RL31,synth,Regen,2,3,0
ZE05RL31,synsmall,Regen,2,3,10
ZE05RL31,white,Regen,2,1,0
ZE05RL31,orig,Schallplatte,1,1,0
ZE05RL31,gauss,Schallplatte,1,1,0
ZE05RL31,synth,Schallplatte,1,1,97
ZE05RL31,synsmall,Schallplatte,1,1,66
ZE05RL31,orig,Schallplatte,1,2,19
ZE05RL31,gauss,Schallplatte,1,2,0
ZE05RL31,synth,Schallplatte,1,2,100
ZE05RL31,synsmall,Schallplatte,1,2,54
ZE05RL31,orig,Schallplatte,1,3,94
ZE05RL31,gauss,Schallplatte,1,3,0
ZE05RL31,synth,Schallplatte,1,3,0
ZE05RL31,synsmall,Schallplatte,1,3,49
ZE05RL31,white,Schallplatte,1,1,0
ZE05RL31,orig,Schallplatte,2,1,0
ZE05RL31,gauss,Schallplatte,2,1,0
ZE05RL31,synth,Schallplatte,2,1,91
ZE05RL31,synsmall,Schallplatte,2,1,0
ZE05RL31,orig,Schallplatte,2,2,83
ZE05RL31,gauss,Schallplatte,2,2,5
ZE05RL31,synth,Schallplatte,2,2,0
ZE05RL31,synsmall,Schallplatte,2,2,52
ZE05RL31,orig,Schallplatte,2,3,0
ZE05RL31,gauss,Schallplatte,2,3,0
ZE05RL31,synth,Schallplatte,2,3,43
ZE05RL31,synsmall,Schallplatte,2,3,52
ZE05RL31,white,Schallplatte,2,1,0
